Date,Start Time,End Time,Total Bets,Value
2024-07-31,04:00:33.860911,04:00:39.321997,3173,1.00
2024-07-31,04:00:46.265228,04:01:18.831188,2924,9.61
2024-07-31,04:01:25.621530,04:01:30.869665,3322,1.07
2024-07-31,04:01:37.199117,04:01:44.814242,3219,1.14
2024-07-31,04:01:51.192929,04:02:18.925579,2313,5.88
2024-07-31,04:02:26.237190,04:02:42.440368,3219,2.72
2024-07-31,04:02:49.206029,04:03:05.990573,3124,2.45
2024-07-31,04:03:13.215358,04:03:29.606877,3152,2.58
2024-07-31,04:03:36.519241,04:03:44.333289,3163,1.34
2024-07-31,04:03:51.180388,04:03:58.746943,2325,1.10
2024-07-31,04:04:05.938323,04:04:24.417928,274,3.08
2024-07-31,04:04:31.600390,04:04:45.990923,3209,2.36
2024-07-31,04:04:53.094306,04:05:08.039695,3007,2.27
2024-07-31,04:05:15.171413,04:05:36.010261,2913,3.58
2024-07-31,04:05:42.997920,04:05:59.393854,2975,2.57
2024-07-31,04:06:06.629590,04:06:36.128446,2975,7.35
2024-07-31,04:06:40.629361,04:07:02.946328,3161,3.42
2024-07-31,04:07:07.273405,04:07:15.753777,3168,1.23
2024-07-31,04:07:22.831788,04:07:36.897874,2509,1.88
2024-07-31,04:07:43.910624,04:08:06.048476,2323,4.37
2024-07-31,04:08:12.784746,04:08:29.413546,3327,2.56
2024-07-31,04:08:36.455754,04:08:51.229726,3215,2.35
2024-07-31,04:08:57.702311,08:09:08.494601,4455,1.22
2024-07-31,08:09:16.477416,08:09:25.618329,3922,1.49
2024-07-31,08:09:33.435082,08:09:44.628728,3795,1.61
2024-07-31,08:09:52.129271,08:10:12.689840,3772,3.30
2024-07-31,08:10:17.445662,08:11:07.643014,4333,29.03
2024-07-31,08:11:12.032312,08:11:18.012236,4927,1.02
2024-07-31,08:11:25.045477,08:11:35.753960,4275,1.28
2024-07-31,08:11:41.036714,08:11:56.250390,4093,1.87
2024-07-31,08:12:01.130341,08:12:36.683854,4331,10.62
2024-07-31,08:12:44.230952,08:13:27.626832,5094,21.07
2024-07-31,08:13:32.649585,08:13:50.988627,5353,2.92
2024-07-31,08:13:58.333383,08:14:27.770054,5322,6.01
2024-07-31,08:14:33.165962,08:14:56.650757,5752,4.47
2024-07-31,08:15:04.080775,08:15:16.857193,3149,1.57
2024-07-31,08:15:26.254103,08:16:06.749192,5356,15.61
2024-07-31,08:16:12.006268,08:16:23.219132,3503,1.47
2024-07-31,08:16:30.603734,08:16:53.334211,5153,4.17
2024-07-31,08:17:00.586033,08:17:11.667024,3015,1.34
2024-07-31,08:17:18.963897,08:17:25.561546,3525,1.1
2024-07-31,08:17:32.906285,08:18:01.481664,5599,5.73
2024-07-31,08:18:08.378049,08:18:18.955981,,1.23
2024-07-31,08:18:25.721237,08:18:34.148582,5994,1.04
2024-07-31,08:18:41.746951,08:19:28.065669,5923,27.96
2024-07-31,08:19:33.378362,08:20:03.183196,3433,6.90
2024-07-31,08:20:10.248718,08:20:25.674148,6716,1.93
2024-07-31,08:20:32.626129,08:20:53.163673,,3.52
2024-07-31,08:21:02.400679,08:21:21.374620,3922,2.92
2024-07-31,08:21:28.070192,08:22:02.411392,,10.35
2024-07-31,08:22:09.266130,08:22:19.368334,7354,1.48
2024-07-31,08:22:28.267885,08:22:53.572427,3754,3.87
2024-07-31,08:23:00.199276,08:23:34.152296,7437,9.18
2024-07-31,08:23:40.590441,08:23:50.345752,7553,1.34
2024-07-31,08:23:59.268255,08:24:29.325377,7250,7.64
2024-07-31,08:24:38.599519,08:24:46.181128,3114,1.24
2024-07-31,08:24:54.922993,08:25:27.852210,7799,8.50
2024-07-31,08:25:34.357077,08:25:44.276601,7410,1.47
2024-07-31,08:25:53.136092,08:26:03.098770,5323,1.31
2024-07-31,08:26:11.809751,08:26:19.707010,7577,1
2024-07-31,08:26:28.727946,08:27:03.199214,3955,9.63
2024-07-31,08:27:09.747376,08:27:17.742635,5239,1.02
2024-07-31,08:27:24.534244,08:27:54.636621,7396,7.02
2024-07-31,08:28:01.391223,08:28:13.583287,7557,1.62
2024-07-31,08:28:24.474567,08:29:07.551033,3399,22.03
2024-07-31,08:29:14.562751,08:29:33.467652,7343,2.29
2024-07-31,08:29:42.534836,08:29:54.952316,5235,1.64
2024-07-31,08:30:03.694707,08:30:11.158390,,1.01
2024-07-31,08:30:19.675803,08:30:36.443729,7554,2.51
2024-07-31,08:30:45.283205,08:31:03.609792,,2.58
2024-07-31,08:31:14.219623,08:31:22.214953,5242,1.06
2024-07-31,08:31:29.394583,08:31:41.461400,7253,1.47
2024-07-31,08:31:48.226138,08:32:04.686960,7531,2.28
2024-07-31,08:32:11.245274,08:32:25.769642,7376,1.82
2024-07-31,08:32:34.776075,08:32:57.592236,717,2.86
2024-07-31,08:33:06.762243,08:33:23.942324,3534,2.82
2024-07-31,08:33:30.386689,08:33:36.086208,7252,1.00
