Date,Start Time,End Time,Total Bets,Value
2024-07-23,02:44:21.164438,02:44:45.432873,1830,3.90
2024-07-23,02:44:52.602234,02:45:08.803190,1768,2.67
2024-07-23,02:45:14.736524,02:45:21.756572,,1.33
2024-07-23,02:45:30.567594,02:45:47.860109,1441,3.03
2024-07-23,02:45:54.433025,02:46:10.766691,1774,2.55
2024-07-23,02:46:16.783016,02:46:22.729958,1794,1.00
2024-07-23,02:46:28.747603,02:46:34.568170,1545,1.15
2024-07-23,02:46:39.890080,02:47:03.092159,1443,3.77
2024-07-23,02:47:09.934979,02:47:13.720588,,1.03
2024-07-23,02:47:22.068830,02:47:41.592470,1521,3.46
2024-07-23,02:47:47.442281,02:48:06.585206,1574,3.09
2024-07-23,02:48:14.281079,02:48:21.029643,1699,1.47
2024-07-23,02:48:30.497718,02:48:38.738855,1575,1.56
2024-07-23,02:48:43.906834,02:49:31.163825,1532,29.23
2024-07-23,02:49:37.734796,02:49:57.529762,1687,3.13
2024-07-23,02:50:03.627015,02:50:14.922216,1552,1.87
2024-07-23,02:50:20.108653,02:50:29.517559,1443,1.27
2024-07-23,02:50:38.147558,02:50:53.901077,1440,2.46
2024-07-23,02:50:59.923339,02:51:13.416518,,2.45
2024-07-23,02:51:22.358936,02:51:39.104836,1572,2.84
2024-07-23,02:51:44.727864,02:52:00.649904,,2.41
2024-07-23,02:52:06.168877,02:52:52.729140,,30.24
2024-07-23,02:52:58.143491,02:53:13.448779,1650,2.23
2024-07-23,02:53:21.903415,02:53:39.973175,1555,3.25
2024-07-23,02:53:45.832894,02:53:57.882624,1632,1.60
2024-07-23,02:54:03.156379,02:54:09.441137,1352,1.12
2024-07-23,02:54:18.509349,02:54:24.754203,1339,1.21
2024-07-23,02:54:31.633055,02:54:43.700282,1253,2.18
2024-07-23,02:54:51.465347,02:55:09.115084,1620,2.76
2024-07-23,02:55:15.466460,02:55:24.945475,1710,1.50
2024-07-23,02:55:31.226123,02:55:51.481935,,3.58
2024-07-23,02:55:56.520237,02:56:08.264966,1729,1.48
2024-07-23,02:56:15.407389,02:56:24.675879,1658,1.49
2024-07-23,02:56:31.012253,02:56:36.872143,1524,1.00
2024-07-23,02:56:42.718516,02:56:49.233800,1411,1.17
2024-07-23,02:56:55.073852,02:57:20.117529,1226,4.79
2024-07-23,02:57:26.281145,02:57:32.779678,1630,1.00
2024-07-23,02:57:39.347684,02:57:43.028216,1424,1.01
2024-07-23,02:57:48.676434,02:58:26.747113,1257,13.57
2024-07-23,02:58:32.523664,02:58:46.313522,1503,2.00
2024-07-23,02:58:53.561739,02:59:10.423691,1397,2.88
2024-07-23,02:59:16.105733,02:59:49.260656,1503,9.77
2024-07-23,02:59:55.666868,03:00:17.026245,1630,4.20
2024-07-23,03:00:22.083107,03:00:53.713355,1612,6.82
2024-07-23,03:00:59.700581,03:01:03.333403,1650,1.03
2024-07-23,03:01:12.675829,03:01:18.527132,,1.14
2024-07-23,03:01:24.829081,03:02:05.289765,1202,20.08
2024-07-23,03:02:11.124783,03:02:19.864882,1713,1.16
2024-07-23,03:02:26.084757,03:02:43.560328,1400,3.04
2024-07-23,03:02:50.274798,03:03:07.110461,1524,2.93
2024-07-23,03:03:15.662368,03:03:56.446795,1671,19.65
2024-07-23,03:04:02.991620,03:04:18.715238,1627,2.53
2024-07-23,03:04:25.103415,03:04:51.147509,1617,5.60
2024-07-23,03:04:58.121631,03:05:07.355130,1713,1.58
2024-07-23,03:05:12.733613,03:05:54.159322,1437,16.67
2024-07-23,03:06:00.828564,03:06:42.282454,1753,19.28
2024-07-23,03:06:49.226064,03:06:53.610193,1574,1.00
2024-07-23,03:06:59.357466,03:07:05.900741,1540,1.13
2024-07-23,03:07:10.965842,03:07:19.726714,1437,1.24
2024-07-23,03:07:28.542906,03:07:39.641380,,1.95
2024-07-23,03:07:48.487195,03:08:00.581783,1650,1.84
2024-07-23,03:08:06.685008,03:08:19.173199,1636,1.95
2024-07-23,03:08:25.643611,03:08:55.335984,1701,8.04
2024-07-23,03:09:01.459988,03:09:10.606063,1957,1.39
2024-07-23,03:09:15.772451,03:09:45.045722,1713,6.83
2024-07-23,03:09:53.088923,03:09:59.683853,1750,1.20
2024-07-23,03:10:05.416831,03:10:12.762196,1550,1.11
2024-07-23,03:10:18.122183,03:10:49.295040,1593,7.56
2024-07-23,03:10:55.076604,03:11:06.492664,1520,1.57
2024-07-23,03:11:12.752312,03:11:19.849792,1694,1.24
2024-07-23,03:11:25.275710,03:11:44.722607,1655,2.76
2024-07-23,03:11:51.671991,03:12:00.972190,1687,1.58
2024-07-23,03:12:06.498545,03:12:43.535198,1553,12.50
2024-07-23,03:12:49.421040,03:13:14.271349,1717,5.72
2024-07-23,03:13:22.541706,03:13:38.764685,1772,2.66
2024-07-23,03:13:44.808957,03:14:21.210146,,12.14
2024-07-23,03:14:28.007067,03:15:03.732113,,14.15
2024-07-23,03:15:09.381737,03:15:31.921394,,3.83
2024-07-23,03:15:37.883350,03:15:54.331536,,2.86
2024-07-23,03:16:02.861458,03:16:09.623339,1710,1.26
2024-07-23,03:16:15.209258,03:16:32.061519,1424,2.62
2024-07-23,03:16:39.946957,03:16:46.527840,1753,1.04
2024-07-23,03:16:52.628550,03:17:21.926759,1618,7.76
2024-07-23,03:17:27.722755,03:17:42.302550,1732,2.18
2024-07-23,03:17:47.786311,03:18:08.039402,,3.48
2024-07-23,03:18:16.372642,03:18:54.921738,1923,17.65
2024-07-23,03:18:59.681355,03:19:08.538301,1971,1.14
2024-07-23,03:19:14.004299,03:19:23.058486,1627,1.30
2024-07-23,03:19:28.676191,03:19:37.719998,1523,1.22
2024-07-23,03:19:43.746554,03:20:18.693325,,12.16
2024-07-23,03:20:24.169333,03:20:33.605048,1959,1.16
2024-07-23,03:20:40.403410,03:20:58.592799,1684,3.28
2024-07-23,03:21:05.547810,03:22:38.115878,1527,1439.73
2024-07-23,03:22:44.936618,03:23:17.434867,1902,11.55
2024-07-23,03:23:25.915596,03:23:32.384699,1913,1.24
2024-07-23,03:23:37.361092,03:23:57.331836,1521,3.05
2024-07-23,03:24:04.021239,03:24:18.229581,1595,2.18
2024-07-23,03:24:23.797212,03:25:10.762965,1914,27.85
2024-07-23,03:25:17.109701,03:25:23.299603,2044,1.21
2024-07-23,03:25:33.581367,03:25:58.806681,1524,6.53
2024-07-23,03:26:04.284389,03:26:19.399483,2135,2.20
2024-07-23,03:26:28.194253,03:26:34.435732,2090,1.25
2024-07-23,03:26:40.280017,03:26:55.103737,1923,2.11
2024-07-23,03:27:00.455367,03:27:07.289648,2025,1.093
2024-07-23,03:27:16.109045,03:27:22.554741,1572,1.10
2024-07-23,03:27:28.638171,03:28:06.859815,1579,16.60
2024-07-23,03:28:13.306578,03:28:21.264741,2032,1.30
2024-07-23,03:28:26.443460,03:28:35.282437,1517,1.16
2024-07-23,03:28:41.063108,03:28:47.289061,1515,1.15
2024-07-23,03:28:55.655798,03:29:19.557055,,5.24
2024-07-23,03:29:24.423209,03:29:38.866992,2024,1.81
2024-07-23,03:29:44.382023,03:29:53.494593,,1.23
2024-07-23,03:29:59.893031,03:30:18.250597,1679,3.36
2024-07-23,03:30:24.064125,03:30:38.492483,1595,1.89
2024-07-23,03:30:44.247506,03:31:26.905015,1747,20.97
2024-07-23,03:31:32.911509,03:31:50.202630,1559,2.58
2024-07-23,03:31:56.845326,03:32:18.104415,1527,3.87
2024-07-23,03:32:24.066910,03:32:40.482327,1595,2.49
2024-07-23,03:32:47.428019,03:33:01.759806,1552,2.29
2024-07-23,03:33:07.502324,03:33:24.027757,1595,2.03
2024-07-23,03:33:29.440598,03:33:51.047321,,3.17
2024-07-23,03:33:56.748079,03:34:02.850427,1924,1.10
2024-07-23,03:34:08.048960,03:34:17.605649,1559,1.24
2024-07-23,03:34:23.856393,03:34:29.859625,1520,1.17
2024-07-23,03:34:38.854574,03:35:07.690004,1476,7.47
2024-07-23,03:35:14.255917,03:35:25.792418,1931,1.89
2024-07-23,03:35:31.394401,03:35:39.953910,,1.13
2024-07-23,03:35:46.484268,03:35:55.386184,1542,1.40
2024-07-23,03:36:01.880810,03:36:17.194024,1641,2.68
2024-07-23,03:36:25.826349,03:36:31.671282,1725,1.10
2024-07-23,03:36:38.174211,03:36:44.504156,1435,1.22
2024-07-23,03:36:49.963864,03:37:06.794799,1355,2.68
2024-07-23,03:37:15.032575,03:37:39.738948,1542,5.53
2024-07-23,03:37:47.934172,03:37:57.306586,1659,1.48
2024-07-23,03:38:03.238500,03:38:17.496246,1420,1.93
2024-07-23,03:38:23.506805,03:38:32.189869,157,1.46
2024-07-23,03:38:37.539064,03:38:46.251131,1476,1.12
2024-07-23,03:38:53.417364,03:38:59.047465,,1.09
2024-07-23,03:39:05.323768,03:39:36.530062,1217,7.36
2024-07-23,03:39:42.700235,03:40:26.182171,1572,27.64
2024-07-23,03:40:31.624845,03:40:51.889439,1623,3.02
2024-07-23,03:40:57.704587,03:41:57.859616,1554,98.53
2024-07-23,03:42:03.227913,03:42:09.622224,1696,1.01
2024-07-23,03:42:15.156777,03:42:26.814766,1379,1.59
2024-07-23,03:42:32.728777,03:42:39.031025,1421,1.12
2024-07-23,03:42:47.108401,03:43:24.539112,1342,13.87
2024-07-23,03:43:30.617084,03:43:47.227414,1757,2.87
2024-07-23,03:43:56.015093,03:44:11.638948,1672,2.79
2024-07-23,03:44:17.792659,03:44:36.599814,1751,2.99
2024-07-23,03:44:42.861881,03:44:49.239337,1754,3
2024-07-23,03:44:54.442647,03:45:06.369571,1425,1.49
2024-07-23,03:45:11.973105,03:45:32.229221,,3.58
2024-07-23,03:45:40.130539,03:46:13.206241,1795,11.50
2024-07-23,03:46:21.476606,03:46:25.067114,,1.05
2024-07-23,03:46:30.547759,03:47:50.942573,1407,415.88
2024-07-23,03:47:56.805142,03:48:03.646196,1764,1.16
2024-07-23,03:48:09.183498,03:48:20.893893,1635,1.58
2024-07-23,03:48:27.469013,03:48:46.444158,1573,3.13
2024-07-23,03:48:52.545574,03:49:19.883743,,6.73
2024-07-23,03:49:27.995491,03:49:48.836373,1594,4.39
2024-07-23,03:49:56.872560,03:50:02.877008,,1.03
2024-07-23,03:50:08.616821,03:50:14.482026,1624,1.12
2024-07-23,03:50:23.657354,03:50:37.502510,1557,2.21
2024-07-23,03:50:43.968307,03:51:06.344633,1915,4.41
2024-07-23,03:51:12.171839,03:52:12.803323,1922,91.84
2024-07-23,03:52:19.530772,03:52:36.368141,1773,2.89
2024-07-23,03:52:42.323184,03:52:50.807120,,1.22
2024-07-23,03:52:55.500318,03:53:06.830294,1531,1.36
2024-07-23,03:53:13.823774,03:53:26.004141,1626,1.91
2024-07-23,03:53:31.399532,03:53:39.987042,1523,1.27
2024-07-23,03:53:46.202964,03:53:55.477126,1634,1.33
2024-07-23,03:54:02.123552,03:54:08.732658,1616,1.22
2024-07-23,03:54:14.548741,03:54:31.626701,1552,2.64
2024-07-23,03:54:36.514535,03:54:50.805226,1962,1.89
2024-07-23,03:54:56.373501,03:55:39.115923,1773,20.27
2024-07-23,03:55:45.367025,03:55:51.367215,,1.08
2024-07-23,03:55:56.346619,03:56:05.488569,1726,1.19
2024-07-23,03:56:10.321356,03:56:27.416380,1595,2.27
2024-07-23,03:56:33.607265,03:56:39.982817,1790,1.22
2024-07-23,03:56:49.541098,03:56:55.853818,1615,1.27
2024-07-23,03:57:01.717832,03:57:17.039531,1612,2.23
2024-07-23,03:57:22.821348,03:58:42.599125,1539,441.56
2024-07-23,03:58:49.127161,03:58:55.754494,1676,1.32
2024-07-23,03:59:04.854711,03:59:27.280461,,4.60
2024-07-23,03:59:33.630649,03:59:47.742152,1777,2.36
2024-07-23,03:59:53.071699,04:00:02.847815,1713,1.41
2024-07-23,04:00:11.562943,04:00:34.073719,1626,4.98
2024-07-23,04:00:40.400031,04:00:46.895262,1557,1.08
2024-07-23,04:00:52.433026,04:01:13.714534,1715,3.27
2024-07-23,04:01:20.500057,04:01:30.165603,1658,1.41
2024-07-23,04:01:37.213439,04:02:19.195247,,25.53
2024-07-23,04:02:24.583172,04:02:33.681393,1661,1.16
2024-07-23,04:02:40.415787,04:02:52.818413,1695,2.01
2024-07-23,04:02:58.145599,04:03:07.810125,1620,1.08
2024-07-23,04:03:13.304484,04:03:19.550530,1737,1.12
2024-07-23,04:03:25.045804,04:03:36.998618,1531,1.68
2024-07-23,04:03:45.108570,04:04:21.924439,1575,15.10
2024-07-23,04:04:27.487234,04:04:38.551488,1713,1.49
2024-07-23,04:04:44.096697,04:04:56.167631,1527,1.76
2024-07-23,04:05:04.579956,04:05:11.161163,1559,1.13
2024-07-23,04:05:17.001633,04:05:31.319960,1547,2.05
2024-07-23,04:05:38.102412,04:05:44.814108,1661,1.22
2024-07-23,04:05:50.649187,04:06:12.905631,1507,3.70
2024-07-23,04:06:19.536154,04:06:36.553124,1551,3.10
2024-07-23,04:06:44.625812,04:06:51.082119,,1.18
2024-07-23,04:06:56.668296,04:07:05.912710,1472,1.33
2024-07-23,04:07:12.206773,04:07:26.833279,1443,2.10
2024-07-23,04:07:32.897415,04:07:38.912734,1537,1.00
2024-07-23,04:07:44.774704,04:08:24.542113,,19.46
2024-07-23,04:08:30.090066,04:08:39.022659,1433,1.16
2024-07-23,04:08:44.731490,04:08:55.819464,,1.74
2024-07-23,04:09:04.465405,04:09:21.673043,1355,3.09
2024-07-23,04:09:27.720191,04:10:17.336432,1421,37.68
2024-07-23,04:10:23.752783,04:10:29.618571,1414,1.01
2024-07-23,04:10:35.985656,04:10:58.653190,1255,4.40
2024-07-23,04:11:04.956968,04:11:27.526492,1520,4.25
2024-07-23,04:11:33.255863,04:11:52.568801,1533,3.16
2024-07-23,04:11:58.698785,04:12:12.446979,1595,1.68
2024-07-23,04:12:20.699641,04:12:27.350651,1443,1.17
2024-07-23,04:12:32.982263,04:12:51.811901,1350,2.96
2024-07-23,04:12:56.844467,04:13:07.606999,,1.51
2024-07-23,04:13:16.100106,04:13:27.710688,1525,1.74
2024-07-23,04:13:35.095870,04:13:52.219592,1553,3.25
2024-07-23,04:13:57.284634,04:14:26.289204,1515,6.34
2024-07-23,04:14:32.020999,04:14:40.817188,1647,1.24
2024-07-23,04:14:47.724557,04:14:56.905866,1391,1.47
2024-07-23,04:15:03.290753,04:15:15.138215,1495,1.69
2024-07-23,04:15:21.002162,04:15:29.762470,1423,1.41
2024-07-23,04:15:35.464822,04:15:51.458611,1347,2.38
2024-07-23,04:15:59.436579,04:16:03.231751,1527,1.02
2024-07-23,04:16:08.303049,04:16:18.073416,1347,1.34
2024-07-23,04:16:26.855161,04:16:51.579157,1202,5.25
2024-07-23,04:16:57.268704,04:17:11.292570,1355,1.98
2024-07-23,04:17:17.089949,04:17:30.699406,1311,1.98
2024-07-23,04:17:36.811706,04:18:04.057682,1393,6.61
2024-07-23,04:18:09.760491,04:18:16.168316,1333,1.01
2024-07-23,04:18:22.411919,04:18:59.910180,,15.38
2024-07-23,04:19:07.093123,04:19:18.059065,1315,1.67
2024-07-23,04:19:23.787926,04:19:32.279784,,1.26
2024-07-23,04:19:38.365885,04:19:52.330401,1253,2.24
2024-07-23,04:20:01.095375,04:20:16.563447,1342,2.68
2024-07-23,04:20:22.733858,04:20:56.411626,1345,10.17
2024-07-23,04:21:02.558223,04:22:12.609010,1359,238.06
2024-07-23,04:22:18.297832,04:22:27.398399,1357,1.22
2024-07-23,04:22:33.416103,04:22:39.892504,1171,1.04
2024-07-23,04:22:45.871198,04:22:57.517507,1160,1.81
2024-07-23,04:23:02.399160,04:23:16.301609,,1.99
2024-07-23,04:23:25.120669,04:23:30.855012,,1.17
2024-07-23,04:23:36.171106,04:23:53.003027,1233,2.56
2024-07-23,04:24:01.761243,04:24:05.797226,1455,1.06
2024-07-23,04:24:11.307350,04:24:52.574337,1321,16.80
2024-07-23,04:24:58.375933,04:25:05.571108,1424,1.18
2024-07-23,04:25:12.405121,04:25:23.399365,1379,1.67
2024-07-23,04:25:29.027133,04:25:58.301365,1334,7.67
2024-07-23,04:26:04.457631,04:26:13.428799,1473,1.32
2024-07-23,04:26:19.191664,04:26:41.281330,1351,3.90
2024-07-23,04:26:46.964713,04:27:01.506665,1399,1.94
2024-07-23,04:27:07.889884,04:27:16.372581,1547,1.28
2024-07-23,04:27:23.434849,04:27:40.591411,1400,3.14
2024-07-23,04:27:45.728906,04:27:57.616847,1432,1.74
2024-07-23,04:28:06.714129,04:28:17.889766,1422,1.80
2024-07-23,04:28:23.611172,04:28:48.695861,1523,4.81
2024-07-23,04:28:54.532891,04:29:13.869348,1407,3.28
2024-07-23,04:29:20.174853,04:29:45.344702,1499,5.81
2024-07-23,04:29:50.620775,04:29:59.708068,1543,1.01
2024-07-23,04:30:04.888121,04:30:08.414478,,1.00
2024-07-23,04:30:16.490779,04:30:54.168552,1350,14.26
2024-07-23,04:31:01.000169,04:31:15.577751,1535,2.26
2024-07-23,04:31:21.665416,04:31:33.188404,1439,1.62
2024-07-23,04:31:40.013144,04:31:46.197416,1320,1.27
2024-07-23,04:31:52.481038,04:32:04.336913,1413,1.68
2024-07-23,04:32:12.178282,04:32:19.234274,1353,1.40
2024-07-23,04:32:24.777299,04:32:32.139425,1254,1.00
2024-07-23,04:32:37.581575,04:32:52.205266,1220,2.04
2024-07-23,04:32:57.988007,04:33:17.053392,1357,2.91
2024-07-23,04:33:23.290907,04:33:37.893251,1391,2.42
2024-07-23,04:33:43.019572,04:34:10.345955,1359,6.20
2024-07-23,04:34:18.634054,04:34:22.046241,1413,1.02
2024-07-23,04:34:29.868673,04:34:44.322489,1157,2.36
2024-07-23,04:34:50.029198,04:34:59.495047,1347,1.24
2024-07-23,04:35:05.198540,04:35:51.518598,1253,29.92
2024-07-23,04:35:57.580022,04:36:06.326522,1239,1.23
2024-07-23,04:36:12.889224,04:36:37.941384,1253,5.37
2024-07-23,04:36:43.382188,04:37:04.404914,1225,3.50
2024-07-23,04:37:10.070538,04:37:18.781442,1422,1.45
2024-07-23,04:37:24.613709,04:37:44.541939,1324,3.07
2024-07-23,04:37:49.587569,04:38:20.825023,1470,7.49
2024-07-23,04:38:26.666630,04:38:43.544766,1412,2.83
2024-07-23,04:38:49.231278,04:39:14.022466,1453,4.35
2024-07-23,04:39:21.287561,04:39:29.991227,1504,1.41
2024-07-23,04:39:35.896805,04:40:20.554185,1379,28.28
2024-07-23,04:40:25.992583,04:40:34.717339,1522,1.24
2024-07-23,04:40:40.594949,04:40:52.294891,1450,1.71
2024-07-23,04:41:01.277341,04:41:07.637616,1413,1.17
2024-07-23,04:41:13.674734,04:41:17.873101,1239,1.013
2024-07-23,04:41:23.706162,04:41:37.448527,1197,1.75
2024-07-23,04:41:43.828926,04:42:07.466814,1334,4.82
2024-07-23,04:42:13.132048,04:42:19.492078,1434,1.17
2024-07-23,04:42:28.924798,04:42:35.237590,1337,1.39
2024-07-23,04:42:43.318996,04:42:55.147918,,1.69
2024-07-23,04:43:01.813138,04:43:23.370972,1212,4.65
2024-07-23,04:43:28.738595,04:43:35.135262,,1.00
2024-07-23,04:43:40.710676,04:44:59.351754,1212,428.89
2024-07-23,04:45:05.057837,04:45:19.071098,1273,1.69
2024-07-23,04:45:24.559652,04:45:39.966677,,2.01
2024-07-23,04:45:47.694082,04:45:53.477992,1220,1.12
2024-07-23,04:46:00.027089,04:46:19.016369,1273,3.29
2024-07-23,04:46:24.712239,04:46:31.325231,,1.14
2024-07-23,04:46:40.080320,04:46:57.218583,1350,3.26
2024-07-23,04:47:02.753867,04:47:14.237925,1174,1.46
2024-07-23,04:47:20.492850,04:47:26.658795,1413,1.01
2024-07-23,04:47:32.620229,04:47:41.328008,1232,1.30
2024-07-23,04:47:47.691949,04:47:51.262119,,1.00
2024-07-23,04:47:56.958726,04:48:06.242357,1130,1.34
2024-07-23,04:48:12.573934,04:48:19.007923,,1.00
2024-07-23,04:48:24.678410,04:48:31.117307,1117,1.00
2024-07-23,04:48:37.361284,04:49:20.930839,1043,28.17
2024-07-23,04:49:25.981540,04:49:32.192214,1229,1.00
2024-07-23,04:49:37.724179,04:49:49.388186,1121,1.46
2024-07-23,04:49:55.461483,04:50:07.047664,1074,1.81
2024-07-23,04:50:14.372081,04:50:44.582587,1131,8.69
2024-07-23,04:50:49.684505,04:51:15.454858,1290,4.57
2024-07-23,04:51:21.784705,04:51:28.198360,1353,1.26
2024-07-23,04:51:37.026048,04:51:48.853518,1147,1.93
2024-07-23,04:51:54.228179,04:52:00.885014,1253,1.11
2024-07-23,04:52:06.360595,04:52:31.063163,1191,4.93
2024-07-23,04:52:39.548828,04:52:45.397794,1322,1.30
2024-07-23,04:52:53.372070,04:53:15.717671,1174,4.55
2024-07-23,04:53:21.202349,04:53:46.822291,1172,4.67
2024-07-23,04:53:53.508111,04:54:23.619834,1323,9.30
2024-07-23,04:54:29.302709,04:54:41.052506,1400,1.53
2024-07-23,04:54:47.129523,04:54:58.464616,,1.75
2024-07-23,04:55:06.512355,04:55:12.721700,1294,1.20
2024-07-23,04:55:37.508425,04:55:43.511617,1255,1.13
2024-07-23,04:55:49.082859,04:55:58.773093,,1.48
2024-07-23,04:56:07.897767,04:56:19.960961,1152,1.86
2024-07-23,04:56:25.731044,04:56:29.511243,1252,91.02
2024-07-23,04:56:34.904277,04:56:43.532338,,1.07
2024-07-23,04:56:49.308664,04:57:03.171354,1077,2.09
2024-07-23,04:57:09.171172,04:57:23.093062,1222,1.81
2024-07-23,04:57:28.552507,04:57:42.790755,1117,2.14
2024-07-23,04:57:47.858798,04:57:56.638262,1053,1.17
2024-07-23,04:58:03.505149,04:58:20.885345,1101,3.28
2024-07-23,04:58:25.988073,04:58:37.423797,1012,1.54
2024-07-23,04:58:45.936775,04:59:27.926233,1116,22.89
2024-07-23,04:59:34.127974,05:00:15.588456,,20.39
2024-07-23,05:00:22.417875,05:00:34.259847,1272,1.94
2024-07-23,05:00:39.464436,05:00:48.675873,,1.19
2024-07-23,05:00:54.457837,05:01:03.160079,1041,1.29
2024-07-23,05:01:10.285032,05:01:41.417598,,9.89
2024-07-23,05:01:46.750305,05:02:10.928615,1334,4.29
